location,hits,keyword
Poland,10,Sucker Punch
Croatia,NA,Sucker Punch
Netherlands,7,Sucker Punch
Greece,7,Sucker Punch
Luxembourg,NA,Sucker Punch
Latvia,NA,Sucker Punch
Slovenia,NA,Sucker Punch
Cyprus,27,Keeping Up with the Joneses
Denmark,20,Keeping Up with the Joneses
Croatia,17,Keeping Up with the Joneses
United Kingdom,17,Keeping Up with the Joneses
Ireland,11,Keeping Up with the Joneses
Hungary,10,Keeping Up with the Joneses
Austria,8,Keeping Up with the Joneses
Bulgaria,8,Keeping Up with the Joneses
Lithuania,NA,Keeping Up with the Joneses
Slovenia,NA,Keeping Up with the Joneses
Sweden,6,Keeping Up with the Joneses
Romania,6,Keeping Up with the Joneses
Germany,5,Keeping Up with the Joneses
Belgium,5,Keeping Up with the Joneses
Portugal,5,Keeping Up with the Joneses
Netherlands,4,Keeping Up with the Joneses
Estonia,NA,Keeping Up with the Joneses
Slovakia,NA,Keeping Up with the Joneses
France,3,Keeping Up with the Joneses
Greece,3,Keeping Up with the Joneses
Spain,3,Keeping Up with the Joneses
Italy,2,Keeping Up with the Joneses
Finland,NA,Keeping Up with the Joneses
Poland,2,Keeping Up with the Joneses
Luxembourg,NA,Keeping Up with the Joneses
Latvia,NA,Keeping Up with the Joneses
Malta,NA,Keeping Up with the Joneses
Finland,90,Jupiter Ascending
Luxembourg,NA,Jupiter Ascending
Portugal,74,Jupiter Ascending
Cyprus,70,Jupiter Ascending
United Kingdom,67,Jupiter Ascending
Sweden,64,Jupiter Ascending
Austria,54,Jupiter Ascending
Germany,51,Jupiter Ascending
Ireland,48,Jupiter Ascending
Denmark,41,Jupiter Ascending
Netherlands,41,Jupiter Ascending
Croatia,41,Jupiter Ascending
Bulgaria,38,Jupiter Ascending
Greece,35,Jupiter Ascending
Belgium,35,Jupiter Ascending
Slovenia,29,Jupiter Ascending
Estonia,NA,Jupiter Ascending
Romania,25,Jupiter Ascending
Latvia,NA,Jupiter Ascending
Lithuania,NA,Jupiter Ascending
Slovakia,19,Jupiter Ascending
Hungary,16,Jupiter Ascending
Spain,12,Jupiter Ascending
France,9,Jupiter Ascending
Poland,6,Jupiter Ascending
Italy,6,Jupiter Ascending
Malta,NA,Jupiter Ascending
Ireland,7,Masterminds
Hungary,5,Masterminds
Estonia,NA,Masterminds
Romania,3,Masterminds
Slovakia,NA,Masterminds
United Kingdom,3,Masterminds
Bulgaria,NA,Masterminds
Italy,2,Masterminds
Luxembourg,NA,Masterminds
Greece,NA,Masterminds
Germany,2,Masterminds
Belgium,2,Masterminds
Finland,NA,Masterminds
Sweden,NA,Masterminds
Cyprus,NA,Masterminds
Lithuania,NA,Masterminds
Austria,NA,Masterminds
Poland,1,Masterminds
Netherlands,1,Masterminds
Denmark,NA,Masterminds
Slovenia,NA,Masterminds
Latvia,NA,Masterminds
Croatia,NA,Masterminds
Portugal,NA,Masterminds
Spain,1,Masterminds
France,1,Masterminds
Malta,NA,Masterminds
Portugal,28,Iris
Netherlands,27,Iris
Romania,25,Iris
Italy,23,Iris
France,21,Iris
Luxembourg,NA,Iris
Belgium,20,Iris
Spain,19,Iris
Slovenia,18,Iris
Germany,18,Iris
Austria,17,Iris
United Kingdom,15,Iris
Estonia,NA,Iris
Lithuania,13,Iris
Malta,NA,Iris
Croatia,12,Iris
Sweden,12,Iris
Ireland,11,Iris
Slovakia,10,Iris
Cyprus,NA,Iris
Greece,9,Iris
Denmark,8,Iris
Finland,7,Iris
Latvia,NA,Iris
Hungary,5,Iris
Bulgaria,NA,Iris
Poland,4,Iris
Hungary,27,Busanhaeng
Greece,25,Busanhaeng
Romania,10,Busanhaeng
United Kingdom,4,Busanhaeng
Germany,3,Busanhaeng
Estonia,NA,Busanhaeng
Latvia,NA,Busanhaeng
Lithuania,NA,Busanhaeng
Portugal,NA,Busanhaeng
Belgium,NA,Busanhaeng
Austria,NA,Busanhaeng
Bulgaria,NA,Busanhaeng
Cyprus,NA,Busanhaeng
Denmark,NA,Busanhaeng
Spain,NA,Busanhaeng
Finland,NA,Busanhaeng
France,NA,Busanhaeng
Croatia,NA,Busanhaeng
Ireland,NA,Busanhaeng
Italy,NA,Busanhaeng
Luxembourg,NA,Busanhaeng
Malta,NA,Busanhaeng
Netherlands,NA,Busanhaeng
Poland,NA,Busanhaeng
Slovakia,NA,Busanhaeng
Slovenia,NA,Busanhaeng
Sweden,NA,Busanhaeng
United Kingdom,100,Pitch Perfect
Poland,91,Pitch Perfect
Ireland,73,Pitch Perfect
Sweden,57,Pitch Perfect
France,47,Pitch Perfect
Luxembourg,NA,Pitch Perfect
Belgium,39,Pitch Perfect
Denmark,38,Pitch Perfect
Austria,35,Pitch Perfect
Netherlands,35,Pitch Perfect
Cyprus,NA,Pitch Perfect
Slovenia,NA,Pitch Perfect
Germany,32,Pitch Perfect
Malta,NA,Pitch Perfect
Estonia,NA,Pitch Perfect
Hungary,27,Pitch Perfect
Croatia,25,Pitch Perfect
Lithuania,NA,Pitch Perfect
Latvia,NA,Pitch Perfect
Portugal,16,Pitch Perfect
Slovakia,NA,Pitch Perfect
Italy,14,Pitch Perfect
Spain,13,Pitch Perfect
Bulgaria,NA,Pitch Perfect
Greece,11,Pitch Perfect
Finland,11,Pitch Perfect
Romania,10,Pitch Perfect
Bulgaria,6,Neighbors 2  Sorority Rising
Ireland,4,Neighbors 2  Sorority Rising
United Kingdom,2,Neighbors 2  Sorority Rising
Netherlands,1,Neighbors 2  Sorority Rising
Italy,1,Neighbors 2  Sorority Rising
Cyprus,NA,Neighbors 2  Sorority Rising
Lithuania,NA,Neighbors 2  Sorority Rising
Spain,NA,Neighbors 2  Sorority Rising
Austria,NA,Neighbors 2  Sorority Rising
Belgium,NA,Neighbors 2  Sorority Rising
Germany,NA,Neighbors 2  Sorority Rising
Denmark,NA,Neighbors 2  Sorority Rising
Estonia,NA,Neighbors 2  Sorority Rising
Finland,NA,Neighbors 2  Sorority Rising
France,NA,Neighbors 2  Sorority Rising
Greece,NA,Neighbors 2  Sorority Rising
Croatia,NA,Neighbors 2  Sorority Rising
Hungary,NA,Neighbors 2  Sorority Rising
Luxembourg,NA,Neighbors 2  Sorority Rising
Latvia,NA,Neighbors 2  Sorority Rising
Malta,NA,Neighbors 2  Sorority Rising
Poland,NA,Neighbors 2  Sorority Rising
Portugal,NA,Neighbors 2  Sorority Rising
Romania,NA,Neighbors 2  Sorority Rising
Slovakia,NA,Neighbors 2  Sorority Rising
Slovenia,NA,Neighbors 2  Sorority Rising
Sweden,NA,Neighbors 2  Sorority Rising
Cyprus,NA,The Exception
Ireland,20,The Exception
United Kingdom,19,The Exception
Croatia,14,The Exception
Romania,13,The Exception
Denmark,12,The Exception
Portugal,11,The Exception
Slovenia,NA,The Exception
Bulgaria,10,The Exception
Malta,NA,The Exception
Lithuania,NA,The Exception
Sweden,9,The Exception
Slovakia,8,The Exception
Netherlands,8,The Exception
Greece,8,The Exception
Austria,7,The Exception
Belgium,7,The Exception
Hungary,7,The Exception
Finland,5,The Exception
Germany,5,The Exception
Spain,5,The Exception
Italy,5,The Exception
Poland,5,The Exception
France,4,The Exception
Luxembourg,NA,The Exception
Latvia,NA,The Exception
Estonia,NA,The Exception
France,60,Man of Steel
United Kingdom,42,Man of Steel
Ireland,35,Man of Steel
Malta,NA,Man of Steel
Cyprus,NA,Man of Steel
Luxembourg,NA,Man of Steel
Romania,21,Man of Steel
Greece,21,Man of Steel
Denmark,17,Man of Steel
Belgium,17,Man of Steel
Portugal,17,Man of Steel
Germany,17,Man of Steel
Sweden,17,Man of Steel
Austria,17,Man of Steel
Bulgaria,14,Man of Steel
Latvia,NA,Man of Steel
Slovakia,14,Man of Steel
Slovenia,NA,Man of Steel
Finland,14,Man of Steel
Lithuania,NA,Man of Steel
Netherlands,10,Man of Steel
Croatia,NA,Man of Steel
Hungary,10,Man of Steel
Spain,7,Man of Steel
Italy,7,Man of Steel
Estonia,NA,Man of Steel
Poland,7,Man of Steel
United Kingdom,20,The Choice
Ireland,19,The Choice
Malta,NA,The Choice
Cyprus,NA,The Choice
Luxembourg,NA,The Choice
Denmark,5,The Choice
Netherlands,4,The Choice
Romania,4,The Choice
Sweden,4,The Choice
Belgium,4,The Choice
Slovenia,NA,The Choice
Lithuania,NA,The Choice
Portugal,3,The Choice
Estonia,NA,The Choice
Bulgaria,NA,The Choice
Greece,3,The Choice
Croatia,NA,The Choice
Latvia,NA,The Choice
Finland,NA,The Choice
Austria,2,The Choice
Hungary,NA,The Choice
Germany,2,The Choice
Poland,2,The Choice
Slovakia,NA,The Choice
Italy,2,The Choice
France,2,The Choice
Spain,2,The Choice
Estonia,100,Ice Age  Collision Course
Ireland,53,Ice Age  Collision Course
United Kingdom,48,Ice Age  Collision Course
Netherlands,28,Ice Age  Collision Course
Belgium,16,Ice Age  Collision Course
Finland,11,Ice Age  Collision Course
Sweden,10,Ice Age  Collision Course
Latvia,NA,Ice Age  Collision Course
Romania,10,Ice Age  Collision Course
Denmark,NA,Ice Age  Collision Course
Bulgaria,NA,Ice Age  Collision Course
Croatia,NA,Ice Age  Collision Course
Hungary,NA,Ice Age  Collision Course
Spain,3,Ice Age  Collision Course
Germany,3,Ice Age  Collision Course
France,2,Ice Age  Collision Course
Portugal,NA,Ice Age  Collision Course
Poland,NA,Ice Age  Collision Course
Italy,NA,Ice Age  Collision Course
Austria,NA,Ice Age  Collision Course
Cyprus,NA,Ice Age  Collision Course
Greece,NA,Ice Age  Collision Course
Lithuania,NA,Ice Age  Collision Course
Luxembourg,NA,Ice Age  Collision Course
Malta,NA,Ice Age  Collision Course
Slovakia,NA,Ice Age  Collision Course
Slovenia,NA,Ice Age  Collision Course
Ireland,95,The Devil Wears Prada
Malta,NA,The Devil Wears Prada
United Kingdom,55,The Devil Wears Prada
Denmark,34,The Devil Wears Prada
Cyprus,NA,The Devil Wears Prada
Belgium,22,The Devil Wears Prada
Sweden,20,The Devil Wears Prada
Latvia,NA,The Devil Wears Prada
Romania,18,The Devil Wears Prada
Netherlands,17,The Devil Wears Prada
Greece,17,The Devil Wears Prada
Bulgaria,17,The Devil Wears Prada
Croatia,17,The Devil Wears Prada
Portugal,15,The Devil Wears Prada
Slovenia,NA,The Devil Wears Prada
Lithuania,NA,The Devil Wears Prada
Austria,9,The Devil Wears Prada
Italy,9,The Devil Wears Prada
Hungary,8,The Devil Wears Prada
Finland,NA,The Devil Wears Prada
Germany,7,The Devil Wears Prada
Estonia,NA,The Devil Wears Prada
Spain,6,The Devil Wears Prada
Slovakia,NA,The Devil Wears Prada
France,5,The Devil Wears Prada
Poland,3,The Devil Wears Prada
Luxembourg,NA,The Devil Wears Prada
Poland,76,The Infiltrator
Sweden,65,The Infiltrator
Denmark,65,The Infiltrator
Finland,46,The Infiltrator
Ireland,34,The Infiltrator
Croatia,26,The Infiltrator
Germany,26,The Infiltrator
Italy,26,The Infiltrator
Belgium,23,The Infiltrator
Slovenia,23,The Infiltrator
Netherlands,23,The Infiltrator
Romania,19,The Infiltrator
Austria,15,The Infiltrator
Cyprus,NA,The Infiltrator
United Kingdom,15,The Infiltrator
France,11,The Infiltrator
Greece,11,The Infiltrator
Bulgaria,11,The Infiltrator
Hungary,11,The Infiltrator
Spain,7,The Infiltrator
Estonia,NA,The Infiltrator
Portugal,7,The Infiltrator
Latvia,NA,The Infiltrator
Slovakia,NA,The Infiltrator
Lithuania,NA,The Infiltrator
Luxembourg,NA,The Infiltrator
Malta,NA,The Infiltrator
Sweden,94,There Will Be Blood
Ireland,91,There Will Be Blood
United Kingdom,61,There Will Be Blood
Croatia,39,There Will Be Blood
Greece,38,There Will Be Blood
Malta,NA,There Will Be Blood
Portugal,29,There Will Be Blood
Slovenia,NA,There Will Be Blood
Cyprus,NA,There Will Be Blood
Denmark,25,There Will Be Blood
Netherlands,25,There Will Be Blood
Romania,24,There Will Be Blood
Finland,23,There Will Be Blood
Slovakia,22,There Will Be Blood
Belgium,22,There Will Be Blood
Estonia,NA,There Will Be Blood
France,19,There Will Be Blood
Luxembourg,NA,There Will Be Blood
Austria,18,There Will Be Blood
Hungary,18,There Will Be Blood
Bulgaria,17,There Will Be Blood
Germany,15,There Will Be Blood
Latvia,NA,There Will Be Blood
Lithuania,NA,There Will Be Blood
Spain,13,There Will Be Blood
Italy,10,There Will Be Blood
Poland,7,There Will Be Blood
United Kingdom,100,The Equalizer
Ireland,90,The Equalizer
Belgium,45,The Equalizer
Cyprus,NA,The Equalizer
Denmark,10,The Equalizer
Malta,NA,The Equalizer
Sweden,10,The Equalizer
Italy,7,The Equalizer
Germany,7,The Equalizer
Luxembourg,NA,The Equalizer
Latvia,NA,The Equalizer
Spain,6,The Equalizer
Romania,5,The Equalizer
Netherlands,5,The Equalizer
Greece,5,The Equalizer
France,4,The Equalizer
Estonia,NA,The Equalizer
Austria,4,The Equalizer
Portugal,NA,The Equalizer
Finland,NA,The Equalizer
Croatia,NA,The Equalizer
Bulgaria,NA,The Equalizer
Hungary,NA,The Equalizer
Lithuania,NA,The Equalizer
Slovenia,NA,The Equalizer
Poland,1,The Equalizer
Slovakia,NA,The Equalizer
Ireland,100,Lone Survivor
Malta,NA,Lone Survivor
United Kingdom,70,Lone Survivor
Cyprus,53,Lone Survivor
Italy,33,Lone Survivor
Denmark,32,Lone Survivor
Sweden,32,Lone Survivor
Bulgaria,29,Lone Survivor
Germany,24,Lone Survivor
Austria,23,Lone Survivor
Croatia,18,Lone Survivor
Finland,18,Lone Survivor
Lithuania,NA,Lone Survivor
Greece,16,Lone Survivor
Slovenia,NA,Lone Survivor
Netherlands,16,Lone Survivor
Luxembourg,NA,Lone Survivor
Romania,15,Lone Survivor
Portugal,12,Lone Survivor
Hungary,11,Lone Survivor
Belgium,11,Lone Survivor
Slovakia,NA,Lone Survivor
Latvia,NA,Lone Survivor
Spain,7,Lone Survivor
France,5,Lone Survivor
Poland,5,Lone Survivor
Estonia,NA,Lone Survivor
United Kingdom,64,The Cabin in the Woods
Ireland,60,The Cabin in the Woods
Malta,NA,The Cabin in the Woods
Belgium,47,The Cabin in the Woods
Sweden,35,The Cabin in the Woods
Hungary,35,The Cabin in the Woods
Netherlands,33,The Cabin in the Woods
Denmark,31,The Cabin in the Woods
Greece,26,The Cabin in the Woods
Lithuania,25,The Cabin in the Woods
Croatia,25,The Cabin in the Woods
Romania,23,The Cabin in the Woods
Cyprus,NA,The Cabin in the Woods
Finland,23,The Cabin in the Woods
Slovakia,19,The Cabin in the Woods
Slovenia,NA,The Cabin in the Woods
Austria,15,The Cabin in the Woods
Latvia,NA,The Cabin in the Woods
Germany,13,The Cabin in the Woods
Bulgaria,NA,The Cabin in the Woods
Spain,10,The Cabin in the Woods
Portugal,9,The Cabin in the Woods
Estonia,NA,The Cabin in the Woods
Luxembourg,NA,The Cabin in the Woods
Poland,6,The Cabin in the Woods
Italy,5,The Cabin in the Woods
France,4,The Cabin in the Woods
Ireland,100,The House Bunny
Malta,NA,The House Bunny
United Kingdom,94,The House Bunny
Slovakia,42,The House Bunny
Bulgaria,16,The House Bunny
Sweden,10,The House Bunny
Romania,9,The House Bunny
Lithuania,NA,The House Bunny
Slovenia,NA,The House Bunny
Portugal,6,The House Bunny
Belgium,5,The House Bunny
Hungary,5,The House Bunny
Netherlands,5,The House Bunny
Croatia,NA,The House Bunny
Spain,4,The House Bunny
Denmark,NA,The House Bunny
France,2,The House Bunny
Greece,NA,The House Bunny
Germany,1,The House Bunny
Italy,1,The House Bunny
Finland,NA,The House Bunny
Poland,1,The House Bunny
Austria,NA,The House Bunny
Cyprus,NA,The House Bunny
Estonia,NA,The House Bunny
Luxembourg,NA,The House Bunny
Latvia,NA,The House Bunny
Ireland,40,Shes Out of My League
United Kingdom,36,Shes Out of My League
Lithuania,22,Shes Out of My League
Finland,18,Shes Out of My League
Sweden,8,Shes Out of My League
Portugal,8,Shes Out of My League
Spain,7,Shes Out of My League
France,6,Shes Out of My League
Belgium,5,Shes Out of My League
Netherlands,5,Shes Out of My League
Poland,3,Shes Out of My League
Germany,1,Shes Out of My League
Slovakia,NA,Shes Out of My League
Austria,NA,Shes Out of My League
Bulgaria,NA,Shes Out of My League
Cyprus,NA,Shes Out of My League
Denmark,NA,Shes Out of My League
Estonia,NA,Shes Out of My League
Greece,NA,Shes Out of My League
Croatia,NA,Shes Out of My League
Hungary,NA,Shes Out of My League
Italy,NA,Shes Out of My League
Luxembourg,NA,Shes Out of My League
Latvia,NA,Shes Out of My League
Malta,NA,Shes Out of My League
Romania,NA,Shes Out of My League
Slovenia,NA,Shes Out of My League
Ireland,48,Inherent Vice
Cyprus,NA,Inherent Vice
United Kingdom,34,Inherent Vice
Latvia,31,Inherent Vice
Greece,31,Inherent Vice
Luxembourg,NA,Inherent Vice
Belgium,27,Inherent Vice
Croatia,26,Inherent Vice
Hungary,24,Inherent Vice
France,22,Inherent Vice
Slovenia,NA,Inherent Vice
Finland,17,Inherent Vice
Romania,16,Inherent Vice
Portugal,16,Inherent Vice
Denmark,16,Inherent Vice
Germany,14,Inherent Vice
Italy,14,Inherent Vice
Sweden,14,Inherent Vice
Spain,13,Inherent Vice
Austria,12,Inherent Vice
Netherlands,12,Inherent Vice
Bulgaria,10,Inherent Vice
Poland,9,Inherent Vice
Slovakia,NA,Inherent Vice
Lithuania,NA,Inherent Vice
Estonia,NA,Inherent Vice
Malta,NA,Inherent Vice
Malta,NA,Alice Through the Looking Glass
United Kingdom,3,Alice Through the Looking Glass
Ireland,3,Alice Through the Looking Glass
Romania,2,Alice Through the Looking Glass
Lithuania,2,Alice Through the Looking Glass
Cyprus,NA,Alice Through the Looking Glass
Netherlands,1,Alice Through the Looking Glass
Finland,1,Alice Through the Looking Glass
Belgium,1,Alice Through the Looking Glass
Greece,1,Alice Through the Looking Glass
Slovenia,NA,Alice Through the Looking Glass
Croatia,1,Alice Through the Looking Glass
Denmark,1,Alice Through the Looking Glass
Sweden,1,Alice Through the Looking Glass
Italy,1,Alice Through the Looking Glass
Hungary,1,Alice Through the Looking Glass
Estonia,NA,Alice Through the Looking Glass
Portugal,NA,Alice Through the Looking Glass
Bulgaria,NA,Alice Through the Looking Glass
Austria,NA,Alice Through the Looking Glass
Germany,NA,Alice Through the Looking Glass
Slovakia,NA,Alice Through the Looking Glass
Latvia,NA,Alice Through the Looking Glass
Spain,NA,Alice Through the Looking Glass
France,NA,Alice Through the Looking Glass
Poland,NA,Alice Through the Looking Glass
Luxembourg,NA,Alice Through the Looking Glass
Belgium,8,Vincent N Roxxy
Greece,6,Vincent N Roxxy
Italy,3,Vincent N Roxxy
Spain,3,Vincent N Roxxy
France,3,Vincent N Roxxy
United Kingdom,1,Vincent N Roxxy
Slovenia,NA,Vincent N Roxxy
Lithuania,NA,Vincent N Roxxy
Austria,NA,Vincent N Roxxy
Bulgaria,NA,Vincent N Roxxy
Cyprus,NA,Vincent N Roxxy
Germany,NA,Vincent N Roxxy
Denmark,NA,Vincent N Roxxy
Estonia,NA,Vincent N Roxxy
Finland,NA,Vincent N Roxxy
Croatia,NA,Vincent N Roxxy
Hungary,NA,Vincent N Roxxy
Ireland,NA,Vincent N Roxxy
Luxembourg,NA,Vincent N Roxxy
Latvia,NA,Vincent N Roxxy
Malta,NA,Vincent N Roxxy
Netherlands,NA,Vincent N Roxxy
Poland,NA,Vincent N Roxxy
Portugal,NA,Vincent N Roxxy
Romania,NA,Vincent N Roxxy
Slovakia,NA,Vincent N Roxxy
Sweden,NA,Vincent N Roxxy
Ireland,94,The Fast and the Furious  Tokyo Drift
Austria,54,The Fast and the Furious  Tokyo Drift
United Kingdom,53,The Fast and the Furious  Tokyo Drift
Denmark,52,The Fast and the Furious  Tokyo Drift
Germany,45,The Fast and the Furious  Tokyo Drift
Sweden,38,The Fast and the Furious  Tokyo Drift
Netherlands,35,The Fast and the Furious  Tokyo Drift
Croatia,31,The Fast and the Furious  Tokyo Drift
Belgium,25,The Fast and the Furious  Tokyo Drift
Hungary,19,The Fast and the Furious  Tokyo Drift
Romania,18,The Fast and the Furious  Tokyo Drift
Bulgaria,18,The Fast and the Furious  Tokyo Drift
Portugal,17,The Fast and the Furious  Tokyo Drift
Italy,16,The Fast and the Furious  Tokyo Drift
Finland,16,The Fast and the Furious  Tokyo Drift
Greece,12,The Fast and the Furious  Tokyo Drift
France,6,The Fast and the Furious  Tokyo Drift
Spain,6,The Fast and the Furious  Tokyo Drift
Poland,4,The Fast and the Furious  Tokyo Drift
Estonia,NA,The Fast and the Furious  Tokyo Drift
Latvia,NA,The Fast and the Furious  Tokyo Drift
Cyprus,NA,The Fast and the Furious  Tokyo Drift
Lithuania,NA,The Fast and the Furious  Tokyo Drift
Slovakia,NA,The Fast and the Furious  Tokyo Drift
Luxembourg,NA,The Fast and the Furious  Tokyo Drift
Malta,NA,The Fast and the Furious  Tokyo Drift
Slovenia,NA,The Fast and the Furious  Tokyo Drift
Croatia,35,How to Be Single
Cyprus,NA,How to Be Single
United Kingdom,27,How to Be Single
Ireland,20,How to Be Single
Malta,NA,How to Be Single
Bulgaria,12,How to Be Single
Latvia,NA,How to Be Single
Luxembourg,NA,How to Be Single
Slovenia,NA,How to Be Single
Sweden,8,How to Be Single
Austria,7,How to Be Single
Portugal,7,How to Be Single
Denmark,7,How to Be Single
Romania,6,How to Be Single
Lithuania,NA,How to Be Single
France,6,How to Be Single
Belgium,6,How to Be Single
Greece,5,How to Be Single
Germany,5,How to Be Single
Estonia,NA,How to Be Single
Netherlands,5,How to Be Single
Slovakia,NA,How to Be Single
Finland,NA,How to Be Single
Hungary,NA,How to Be Single
Poland,3,How to Be Single
Spain,2,How to Be Single
Italy,1,How to Be Single
Denmark,82,The Blind Side
Ireland,75,The Blind Side
United Kingdom,57,The Blind Side
Sweden,50,The Blind Side
Cyprus,NA,The Blind Side
Belgium,41,The Blind Side
Netherlands,38,The Blind Side
Italy,35,The Blind Side
Lithuania,31,The Blind Side
Malta,NA,The Blind Side
Croatia,26,The Blind Side
France,24,The Blind Side
Bulgaria,21,The Blind Side
Romania,20,The Blind Side
Spain,20,The Blind Side
Luxembourg,NA,The Blind Side
Slovenia,NA,The Blind Side
Greece,16,The Blind Side
Latvia,NA,The Blind Side
Austria,13,The Blind Side
Portugal,13,The Blind Side
Finland,13,The Blind Side
Hungary,13,The Blind Side
Germany,12,The Blind Side
Estonia,NA,The Blind Side
Slovakia,NA,The Blind Side
Poland,4,The Blind Side
France,100,La vie dAdèle
Belgium,NA,La vie dAdèle
Austria,NA,La vie dAdèle
Bulgaria,NA,La vie dAdèle
Cyprus,NA,La vie dAdèle
Germany,NA,La vie dAdèle
Denmark,NA,La vie dAdèle
Spain,NA,La vie dAdèle
Estonia,NA,La vie dAdèle
Finland,NA,La vie dAdèle
United Kingdom,NA,La vie dAdèle
Greece,NA,La vie dAdèle
Croatia,NA,La vie dAdèle
Hungary,NA,La vie dAdèle
Ireland,NA,La vie dAdèle
Italy,NA,La vie dAdèle
Lithuania,NA,La vie dAdèle
Luxembourg,NA,La vie dAdèle
Latvia,NA,La vie dAdèle
Malta,NA,La vie dAdèle
Netherlands,NA,La vie dAdèle
Poland,NA,La vie dAdèle
Portugal,NA,La vie dAdèle
Romania,NA,La vie dAdèle
Slovakia,NA,La vie dAdèle
Slovenia,NA,La vie dAdèle
Sweden,NA,La vie dAdèle
Cyprus,29,The Babadook
United Kingdom,27,The Babadook
Ireland,20,The Babadook
Sweden,16,The Babadook
Denmark,16,The Babadook
Croatia,15,The Babadook
Romania,13,The Babadook
Greece,13,The Babadook
Slovakia,11,The Babadook
Latvia,NA,The Babadook
Netherlands,8,The Babadook
Bulgaria,8,The Babadook
Slovenia,NA,The Babadook
